1,Total animals,233
310,Speed,6,67113
311,Act Range,4,802546
312,Mutation Rate,2,250141

313314,Id,}
315,Food Quantity,1
316,View Range,89,44902
317,Speed,6,421221
318,Act Range,5
319,Mutation Rate,-0,761112

320321,Id,~
322,Food Quantity,1
323,View Range,82,78029
324,Speed,6,239994
325,Act Range,5
326,Mutation Rate,-3,076876

327328,Id,
329,Food Quantity,4
330,View Range,82,78029
331,Speed,6,239994
332,Act Range,5
333,Mutation Rate,-3,076876

334335,Id,
336,Food Quantity,1
337,View Range,86,56601
338,Speed,5,034059
339,Act Range,5
340,Mutation Rate,-4,509165

341342,Id,
343,Food Quantity,1
344,View Range,71,01836
345,Speed,6,543836
346,Act Range,5,291816
347,Mutation Rate,5,351661

348349,Id,
350,Food Quantity,1
351,View Range,75,21062
352,Speed,5,821407
353,Act Range,5
354,Mutation Rate,-2,625039

355356,Id,
357,Food Quantity,1
358,View Range,70,33787
359,Speed,4,231518
360,Act Range,4,937742
361,Mutation Rate,4,293087

362363,Id,2
364,Survived Animals,11
365,Total Animals,42
366,Available Food,28

367368,Id,E
369,Food Quantity,0
370,View Range,82,70525
371,Speed,3,125404
372,Act Range,5
373,Mutation Rate,-3,331254

374375,Id,I
376,Food Quantity,0
377,View Range,84,29933
378,Speed,4,711675
379,Act Range,5
380,Mutation Rate,3,895024

381382,Id,O
383,Food Quantity,0
384,View Range,73,38651
385,Speed,5,409544
386,Act Range,5
387,Mutation Rate,-2,274142

388389,Id,Q
390,Food Quantity,0
391,View Range,86,65938
392,Speed,4,680126
393,Act Range,5
394,Mutation Rate,3,813772

395396,Id,R
397,Food Quantity,0
398,View Range,77,15611
399,Speed,4,641861
400,Act Range,5
401,Mutation Rate,-0,2862277

402403,Id,T
404,Food Quantity,0
405,View Range,86,87805
406,Speed,3,98246
407,Act Range,5
408,Mutation Rate,-1,562943

409410,Id,U
411,Food Quantity,0
412,View Range,77,58801
413,Speed,4,818453
414,Act Range,5
415,Mutation Rate,4,600865

416417,Id,W
418,Food Quantity,0
419,View Range,70,20193
420,Speed,6,247157
421,Act Range,5
422,Mutation Rate,2,466098

423424,Id,Y
425,Food Quantity,0
426,View Range,89,44902
427,Speed,6,421221
428,Act Range,5
429,Mutation Rate,-0,761112

430431,Id,Z
432,Food Quantity,0
433,View Range,82,78029
434,Speed,6,239994
435,Act Range,5
436,Mutation Rate,-3,076876

437438,Id,]
439,Food Quantity,0
440,View Range,86,56601
441,Speed,5,034059
442,Act Range,5
443,Mutation Rate,-4,509165

444445,Id,^
446,Food Quantity,0
447,View Range,81,65321
448,Speed,3,062875
449,Act Range,5
450,Mutation Rate,3,445953

451452,Id,`
453,Food Quantity,0
454,View Range,70,61039
455,Speed,6,232378
456,Act Range,5
457,Mutation Rate,5,059803

458459,Id,c
460,Food Quantity,0
461,View Range,81,26777
462,Speed,3,356554
463,Act Range,5
464,Mutation Rate,-2,232746

465466,Id,e
467,Food Quantity,0
468,View Range,78,04607
469,Speed,4,012207
470,Act Range,5
471,Mutation Rate,-2,773454

472473,Id,f
474,Food Quantity,0
475,View Range,75,21062
476,Speed,5,821407
477,Act Range,5
478,Mutation Rate,-2,625039

479480,Id,j
481,Food Quantity,0
482,View Range,70,70115
483,Speed,4,393878
484,Act Range,5
485,Mutation Rate,4,509479

486487,Id,k
488,Food Quantity,0
489,View Range,85,0531
490,Speed,3,523571
491,Act Range,5
492,Mutation Rate,0,2640775

493494,Id,m
495,Food Quantity,0
496,View Range,88,4946
497,Speed,6,43012
498,Act Range,5
499,Mutation Rate,2,127145

500501,Id,t
502,Food Quantity,0
503,View Range,84,48058
504,Speed,5,116094
505,Act Range,4,700749
506,Mutation Rate,4,38881

507508,Id,w
509,Food Quantity,0
510,View Range,86,22919
511,Speed,5,096833
512,Act Range,5,377646
513,Mutation Rate,3,932398

514515,Id,x
516,Food Quantity,0
517,View Range,77,15611
518,Speed,4,641861
519,Act Range,5
520,Mutation Rate,-0,2862277

521522,Id,y
523,Food Quantity,0
524,View Range,77,15611
525,Speed,4,641861
526,Act Range,5
527,Mutation Rate,-0,2862277

528529,Id,|
530,Food Quantity,0
531,View Range,70,57968
532,Speed,6,67113
533,Act Range,4,802546
534,Mutation Rate,2,250141

535536,Id,}
537,Food Quantity,0
538,View Range,89,44902
539,Speed,6,421221
540,Act Range,5
541,Mutation Rate,-0,761112

542543,Id,~
544,Food Quantity,0
545,View Range,82,78029
546,Speed,6,239994
547,Act Range,5
548,Mutation Rate,-3,076876

549550,Id,
551,Food Quantity,0
552,View Range,82,78029
553,Speed,6,239994
554,Act Range,5
555,Mutation Rate,-3,076876

556557,Id,
558,Food Quantity,0
559,View Range,86,56601
560,Speed,5,034059
561,Act Range,5
562,Mutation Rate,-4,509165

563564,Id,
565,Food Quantity,0
566,View Range,71,01836
567,Speed,6,543836
568,Act Range,5,291816
569,Mutation Rate,5,351661

570571,Id,
572,Food Quantity,0
573,View Range,75,21062
574,Speed,5,821407
575,Act Range,5
576,Mutation Rate,-2,625039

577578,Id,
579,Food Quantity,0
580,View Range,70,33787
581,Speed,4,231518
582,Act Range,4,937742
583,Mutation Rate,4,293087

584585,Id,
586,Food Quantity,1
587,View Range,84,2851
588,Speed,4,948458
589,Act Range,4,352922
590,Mutation Rate,4,654167

591592,Id,
593,Food Quantity,1
594,View Range,77,15611
595,Speed,4,641861
596,Act Range,5
597,Mutation Rate,-0,2862277

598599,Id,
600,Food Quantity,1
601,View Range,70,09583
602,Speed,7,112736
603,Act Range,4,995033
604,Mutation Rate,2,718156

605606,Id,
607,Food Quantity,1
608,View Range,89,44902
609,Speed,6,421221
610,Act Range,5
611,Mutation Rate,-0,761112

612613,Id,
614,Food Quantity,1
615,View Range,82,78029
616,Speed,6,239994
617,Act Range,5
618,Mutation Rate,-3,076876

619620,Id,
621,Food Quantity,2
622,View Range,82,78029
623,Speed,6,239994
624,Act Range,5
625,Mutation Rate,-3,076876

626627,Id,
628,Food Quantity,1
629,View Range,82,78029
630,Speed,6,239994
631,Act Range,5
632,Mutation Rate,-3,076876

633634,Id,
635,Food Quantity,1
636,View Range,82,78029
637,Speed,6,239994
638,Act Range,5
639,Mutation Rate,-3,076876

640641,Id,
642,Food Quantity,1
643,View Range,82,78029
644,Speed,6,239994
645,Act Range,5
646,Mutation Rate,-3,076876

647648,Id,
649,Food Quantity,2
650,View Range,71,34344
651,Speed,6,988412
652,Act Range,5,734967
653,Mutation Rate,5,657442

654655,Id,
656,Food Quantity,1
657,View Range,75,21062
658,Speed,5,821407
659,Act Range,5
660,Mutation Rate,-2,625039

661662,Id,3
663,Survived Animals,12
664,Total Animals,54
665,Available Food,40

666667,Id,E
668,Food Quantity,0
669,View Range,82,70525
670,Speed,3,125404
671,Act Range,5
672,Mutation Rate,-3,331254

673674,Id,I
675,Food Quantity,0
676,View Range,84,29933
677,Speed,4,711675
678,Act Range,5
679,Mutation Rate,3,895024

680681,Id,O
682,Food Quantity,0
683,View Range,73,38651
684,Speed,5,409544
685,Act Range,5
686,Mutation Rate,-2,274142

687688,Id,Q
689,Food Quantity,0
690,View Range,86,65938
691,Speed,4,680126
692,Act Range,5
693,Mutation Rate,3,813772

694695,Id,R
696,Food Quantity,0
697,View Range,77,15611
698,Speed,4,641861
699,Act Range,5
700,Mutation Rate,-0,2862277

701702,Id,T
703,Food Quantity,0
704,View Range,86,87805
705,Speed,3,98246
706,Act Range,5
707,Mutation Rate,-1,562943

708709,Id,U
710,Food Quantity,0
711,View Range,77,58801
712,Speed,4,818453
713,Act Range,5
714,Mutation Rate,4,600865

715716,Id,W
717,Food Quantity,0
718,View Range,70,20193
719,Speed,6,247157
720,Act Range,5
721,Mutation Rate,2,466098

722723,Id,Y
724,Food Quantity,0
725,View Range,89,44902
726,Speed,6,421221
727,Act Range,5
728,Mutation Rate,-0,761112

729730,Id,Z
731,Food Quantity,0
732,View Range,82,78029
733,Speed,6,239994
734,Act Range,5
735,Mutation Rate,-3,076876

736737,Id,]
738,Food Quantity,0
739,View Range,86,56601
740,Speed,5,034059
741,Act Range,5
742,Mutation Rate,-4,509165

743744,Id,^
745,Food Quantity,0
746,View Range,81,65321
747,Speed,3,062875
748,Act Range,5
749,Mutation Rate,3,445953

750751,Id,`
752,Food Quantity,0
753,View Range,70,61039
754,Speed,6,232378
755,Act Range,5
756,Mutation Rate,5,059803

757758,Id,c
759,Food Quantity,0
760,View Range,81,26777
761,Speed,3,356554
762,Act Range,5
763,Mutation Rate,-2,232746

764765,Id,e
766,Food Quantity,0
767,View Range,78,04607
768,Speed,4,012207
769,Act Range,5
770,Mutation Rate,-2,773454

771772,Id,f
773,Food Quantity,0
774,View Range,75,21062
775,Speed,5,821407
776,Act Range,5
777,Mutation Rate,-2,625039

778779,Id,j
780,Food Quantity,0
781,View Range,70,70115
782,Speed,4,393878
783,Act Range,5
784,Mutation Rate,4,509479

785786,Id,k
787,Food Quantity,0
788,View Range,85,0531
789,Speed,3,523571
790,Act Range,5
791,Mutation Rate,0,2640775

792793,Id,m
794,Food Quantity,0
795,View Range,88,4946
796,Speed,6,43012
797,Act Range,5
798,Mutation Rate,2,127145

799800,Id,t
801,Food Quantity,0
802,View Range,84,48058
803,Speed,5,116094
804,Act Range,4,700749
805,Mutation Rate,4,38881

806807,Id,w
808,Food Quantity,0
809,View Range,86,22919
810,Speed,5,096833
811,Act Range,5,377646
812,Mutation Rate,3,932398

813814,Id,x
815,Food Quantity,0
816,View Range,77,15611
817,Speed,4,641861
818,Act Range,5
819,Mutation Rate,-0,2862277

820821,Id,y
822,Food Quantity,0
823,View Range,77,15611
824,Speed,4,641861
825,Act Range,5
826,Mutation Rate,-0,2862277

827828,Id,|
829,Food Quantity,0
830,View Range,70,57968
831,Speed,6,67113
832,Act Range,4,802546
833,Mutation Rate,2,250141

834835,Id,}
836,Food Quantity,0
837,View Range,89,44902
838,Speed,6,421221
839,Act Range,5
840,Mutation Rate,-0,761112

841842,Id,~
843,Food Quantity,0
844,View Range,82,78029
845,Speed,6,239994
846,Act Range,5
847,Mutation Rate,-3,076876

848849,Id,
850,Food Quantity,0
851,View Range,82,78029
852,Speed,6,239994
853,Act Range,5
854,Mutation Rate,-3,076876

855856,Id,
857,Food Quantity,0
858,View Range,86,56601
859,Speed,5,034059
860,Act Range,5
861,Mutation Rate,-4,509165

862863,Id,
864,Food Quantity,0
865,View Range,71,01836
866,Speed,6,543836
867,Act Range,5,291816
868,Mutation Rate,5,351661

869870,Id,
871,Food Quantity,0
872,View Range,75,21062
873,Speed,5,821407
874,Act Range,5
875,Mutation Rate,-2,625039

876877,Id,
878,Food Quantity,0
879,View Range,70,33787
880,Speed,4,231518
881,Act Range,4,937742
882,Mutation Rate,4,293087

883884,Id,
885,Food Quantity,0
886,View Range,84,2851
887,Speed,4,948458
888,Act Range,4,352922
889,Mutation Rate,4,654167

890891,Id,
892,Food Quantity,0
893,View Range,77,15611
894,Speed,4,641861
895,Act Range,5
896,Mutation Rate,-0,2862277

897898,Id,
899,Food Quantity,0
900,View Range,70,09583
901,Speed,7,112736
902,Act Range,4,995033
903,Mutation Rate,2,718156

904905,Id,
906,Food Quantity,0
907,View Range,89,44902
908,Speed,6,421221
909,Act Range,5
910,Mutation Rate,-0,761112

911912,Id,
913,Food Quantity,0
914,View Range,82,78029
915,Speed,6,239994
916,Act Range,5
917,Mutation Rate,-3,076876

918919,Id,
920,Food Quantity,0
921,View Range,82,78029
922,Speed,6,239994
923,Act Range,5
924,Mutation Rate,-3,076876

925926,Id,
927,Food Quantity,0
928,View Range,82,78029
929,Speed,6,239994
930,Act Range,5
931,Mutation Rate,-3,076876

932933,Id,
934,Food Quantity,0
935,View Range,82,78029
936,Speed,6,239994
937,Act Range,5
938,Mutation Rate,-3,076876

939940,Id,
941,Food Quantity,0
942,View Range,82,78029
943,Speed,6,239994
944,Act Range,5
945,Mutation Rate,-3,076876

946947,Id,
948,Food Quantity,0
949,View Range,71,34344
950,Speed,6,988412
951,Act Range,5,734967
952,Mutation Rate,5,657442

953954,Id,
955,Food Quantity,0
956,View Range,75,21062
957,Speed,5,821407
958,Act Range,5
959,Mutation Rate,-2,625039

960961,Id,
962,Food Quantity,2
963,View Range,83,99948
964,Speed,5,151257
965,Act Range,4,730739
966,Mutation Rate,4,211608

967968,Id,
969,Food Quantity,1
970,View Range,77,15611
971,Speed,4,641861
972,Act Range,5
973,Mutation Rate,-0,2862277

974975,Id,
976,Food Quantity,3
977,View Range,69,67811
978,Speed,6,761678
979,Act Range,4,502639
980,Mutation Rate,2,396681

981982,Id,
983,Food Quantity,1
984,View Range,89,44902
985,Speed,6,421221
986,Act Range,5
987,Mutation Rate,-0,761112

988989,Id, 
990,Food Quantity,2
991,View Range,82,78029
992,Speed,6,239994
993,Act Range,5
994,Mutation Rate,-3,076876

995996,Id,¡
997,Food Quantity,3
998,View Range,82,78029
999,Speed,6,239994
1000,Act Range,5
1001,Mutation Rate,-3,076876

10021003,Id,¢
1004,Food Quantity,1
1005,View Range,82,78029
1006,Speed,6,239994
1007,Act Range,5
1008,Mutation Rate,-3,076876

10091010,Id,£
1011,Food Quantity,2
1012,View Range,82,78029
1013,Speed,6,239994
1014,Act Range,5
1015,Mutation Rate,-3,076876

10161017,Id,¤
1018,Food Quantity,2
1019,View Range,82,78029
1020,Speed,6,239994
1021,Act Range,5
1022,Mutation Rate,-3,076876

10231024,Id,¥
1025,Food Quantity,3
1026,View Range,82,78029
1027,Speed,6,239994
1028,Act Range,5
1029,Mutation Rate,-3,076876

10301031,Id,¦
1032,Food Quantity,2
1033,View Range,71,05454
1034,Speed,7,079146
1035,Act Range,5,438934
1036,Mutation Rate,5,50608

10371038,Id,§
1039,Food Quantity,1
1040,View Range,71,15965
1041,Speed,6,778299
1042,Act Range,5,421406
1043,Mutation Rate,5,170911

10441045,Id,4
1046,Survived Animals,17
1047,Total Animals,71
1048,Available Food,41

10491050,Id,E
1051,Food Quantity,0
1052,View Range,82,70525
1053,Speed,3,125404
1054,Act Range,5
1055,Mutation Rate,-3,331254

10561057,Id,I
1058,Food Quantity,0
1059,View Range,84,29933
1060,Speed,4,711675
1061,Act Range,5
1062,Mutation Rate,3,895024

10631064,Id,O
1065,Food Quantity,0
1066,View Range,73,38651
1067,Speed,5,409544
1068,Act Range,5
1069,Mutation Rate,-2,274142

10701071,Id,Q
1072,Food Quantity,0
1073,View Range,86,65938
1074,Speed,4,680126
1075,Act Range,5
1076,Mutation Rate,3,813772

10771078,Id,R
1079,Food Quantity,0
1080,View Range,77,15611
1081,Speed,4,641861
1082,Act Range,5
1083,Mutation Rate,-0,2862277

10841085,Id,T
1086,Food Quantity,0
1087,View Range,86,87805
1088,Speed,3,98246
1089,Act Range,5
1090,Mutation Rate,-1,562943

10911092,Id,U
1093,Food Quantity,0
1094,View Range,77,58801
1095,Speed,4,818453
1096,Act Range,5
1097,Mutation Rate,4,600865

10981099,Id,W
1100,Food Quantity,0
1101,View Range,70,20193
1102,Speed,6,247157
1103,Act Range,5
1104,Mutation Rate,2,466098

11051106,Id,Y
1107,Food Quantity,0
1108,View Range,89,44902
1109,Speed,6,421221
1110,Act Range,5
1111,Mutation Rate,-0,761112

11121113,Id,Z
1114,Food Quantity,0
1115,View Range,82,78029
1116,Speed,6,239994
1117,Act Range,5
1118,Mutation Rate,-3,076876

11191120,Id,]
1121,Food Quantity,0
1122,View Range,86,56601
1123,Speed,5,034059
1124,Act Range,5
1125,Mutation Rate,-4,509165

11261127,Id,^
1128,Food Quantity,0
1129,View Range,81,65321
1130,Speed,3,062875
1131,Act Range,5
1132,Mutation Rate,3,445953

11331134,Id,`
1135,Food Quantity,0
1136,View Range,70,61039
1137,Speed,6,232378
1138,Act Range,5
1139,Mutation Rate,5,059803

11401141,Id,c
1142,Food Quantity,0
1143,View Range,81,26777
1144,Speed,3,356554
1145,Act Range,5
1146,Mutation Rate,-2,232746

11471148,Id,e
1149,Food Quantity,0
1150,View Range,78,04607
1151,Speed,4,012207
1152,Act Range,5
1153,Mutation Rate,-2,773454

11541155,Id,f
1156,Food Quantity,0
1157,View Range,75,21062
1158,Speed,5,821407
1159,Act Range,5
1160,Mutation Rate,-2,625039

11611162,Id,j
1163,Food Quantity,0
1164,View Range,70,70115
1165,Speed,4,393878
1166,Act Range,5
1167,Mutation Rate,4,509479

11681169,Id,k
1170,Food Quantity,0
1171,View Range,85,0531
1172,Speed,3,523571
1173,Act Range,5
1174,Mutation Rate,0,2640775

11751176,Id,m
1177,Food Quantity,0
1178,View Range,88,4946
1179,Speed,6,43012
1180,Act Range,5
1181,Mutation Rate,2,127145

11821183,Id,t
1184,Food Quantity,0
1185,View Range,84,48058
1186,Speed,5,116094
1187,Act Range,4,700749
1188,Mutation Rate,4,38881

11891190,Id,w
1191,Food Quantity,0
1192,View Range,86,22919
1193,Speed,5,096833
1194,Act Range,5,377646
1195,Mutation Rate,3,932398

11961197,Id,x
1198,Food Quantity,0
1199,View Range,77,15611
1200,Speed,4,641861
1201,Act Range,5
1202,Mutation Rate,-0,2862277

12031204,Id,y
1205,Food Quantity,0
1206,View Range,77,15611
1207,Speed,4,641861
1208,Act Range,5
1209,Mutation Rate,-0,2862277

12101211,Id,|
1212,Food Quantity,0
1213,View Range,70,57968
1214,Speed,6,67113
1215,Act Range,4,802546
1216,Mutation Rate,2,250141

12171218,Id,}
1219,Food Quantity,0
1220,View Range,89,44902
1221,Speed,6,421221
1222,Act Range,5
1223,Mutation Rate,-0,761112

12241225,Id,~
1226,Food Quantity,0
1227,View Range,82,78029
1228,Speed,6,239994
1229,Act Range,5
1230,Mutation Rate,-3,076876

12311232,Id,
1233,Food Quantity,0
1234,View Range,82,78029
1235,Speed,6,239994
1236,Act Range,5
1237,Mutation Rate,-3,076876

12381239,Id,
1240,Food Quantity,0
1241,View Range,86,56601
1242,Speed,5,034059
1243,Act Range,5
1244,Mutation Rate,-4,509165

12451246,Id,
1247,Food Quantity,0
1248,View Range,71,01836
1249,Speed,6,543836
1250,Act Range,5,291816
1251,Mutation Rate,5,351661

12521253,Id,
1254,Food Quantity,0
1255,View Range,75,21062
1256,Speed,5,821407
1257,Act Range,5
1258,Mutation Rate,-2,625039

12591260,Id,
1261,Food Quantity,0
1262,View Range,70,33787
1263,Speed,4,231518
1264,Act Range,4,937742
1265,Mutation Rate,4,293087

12661267,Id,
1268,Food Quantity,0
1269,View Range,84,2851
1270,Speed,4,948458
1271,Act Range,4,352922
1272,Mutation Rate,4,654167

12731274,Id,
1275,Food Quantity,0
1276,View Range,77,15611
1277,Speed,4,641861
1278,Act Range,5
1279,Mutation Rate,-0,2862277

12801281,Id,
1282,Food Quantity,0
1283,View Range,70,09583
1284,Speed,7,112736
1285,Act Range,4,995033
1286,Mutation Rate,2,718156

12871288,Id,
1289,Food Quantity,0
1290,View Range,89,44902
1291,Speed,6,421221
1292,Act Range,5
1293,Mutation Rate,-0,761112

12941295,Id,
1296,Food Quantity,0
1297,View Range,82,78029
1298,Speed,6,239994
1299,Act Range,5
1300,Mutation Rate,-3,076876

13011302,Id,
1303,Food Quantity,0
1304,View Range,82,78029
1305,Speed,6,239994
1306,Act Range,5
1307,Mutation Rate,-3,076876

13081309,Id,
1310,Food Quantity,0
1311,View Range,82,78029
1312,Speed,6,239994
1313,Act Range,5
1314,Mutation Rate,-3,076876

13151316,Id,
1317,Food Quantity,0
1318,View Range,82,78029
1319,Speed,6,239994
1320,Act Range,5
1321,Mutation Rate,-3,076876

13221323,Id,
1324,Food Quantity,0
1325,View Range,82,78029
1326,Speed,6,239994
1327,Act Range,5
1328,Mutation Rate,-3,076876

13291330,Id,
1331,Food Quantity,0
1332,View Range,71,34344
1333,Speed,6,988412
1334,Act Range,5,734967
1335,Mutation Rate,5,657442

13361337,Id,
1338,Food Quantity,0
1339,View Range,75,21062
1340,Speed,5,821407
1341,Act Range,5
1342,Mutation Rate,-2,625039

13431344,Id,
1345,Food Quantity,0
1346,View Range,83,99948
1347,Speed,5,151257
1348,Act Range,4,730739
1349,Mutation Rate,4,211608

13501351,Id,
1352,Food Quantity,0
1353,View Range,77,15611
1354,Speed,4,641861
1355,Act Range,5
1356,Mutation Rate,-0,2862277

13571358,Id,
1359,Food Quantity,0
1360,View Range,69,67811
1361,Speed,6,761678
1362,Act Range,4,502639
1363,Mutation Rate,2,396681

13641365,Id,
1366,Food Quantity,0
1367,View Range,89,44902
1368,Speed,6,421221
1369,Act Range,5
1370,Mutation Rate,-0,761112

13711372,Id, 
1373,Food Quantity,0
1374,View Range,82,78029
1375,Speed,6,239994
1376,Act Range,5
1377,Mutation Rate,-3,076876

13781379,Id,¡
1380,Food Quantity,0
1381,View Range,82,78029
1382,Speed,6,239994
1383,Act Range,5
1384,Mutation Rate,-3,076876

13851386,Id,¢
1387,Food Quantity,0
1388,View Range,82,78029
1389,Speed,6,239994
1390,Act Range,5
1391,Mutation Rate,-3,076876

13921393,Id,£
1394,Food Quantity,0
1395,View Range,82,78029
1396,Speed,6,239994
1397,Act Range,5
1398,Mutation Rate,-3,076876

13991400,Id,¤
1401,Food Quantity,0
1402,View Range,82,78029
1403,Speed,6,239994
1404,Act Range,5
1405,Mutation Rate,-3,076876

14061407,Id,¥
1408,Food Quantity,0
1409,View Range,82,78029
1410,Speed,6,239994
1411,Act Range,5
1412,Mutation Rate,-3,076876

14131414,Id,¦
1415,Food Quantity,0
1416,View Range,71,05454
1417,Speed,7,079146
1418,Act Range,5,438934
1419,Mutation Rate,5,50608

14201421,Id,§
1422,Food Quantity,0
1423,View Range,71,15965
1424,Speed,6,778299
1425,Act Range,5,421406
1426,Mutation Rate,5,170911

